,layer,area,specimen_id,score
202,fc6_relu,VISam,734865738,0.3675380403696823
203,fc6_relu,VISam,738651054,0.32730590488334405
204,fc6_relu,VISam,739783171,0.3827945674727605
205,fc6_relu,VISam,742602892,0.3834237222629469
206,fc6_relu,VISam,744915204,0.2866915462785614
207,fc6_relu,VISam,775876828,0.2903363941885546
208,fc6_relu,VISl,716813543,0.28496784999141
209,fc6_relu,VISl,723627604,0.2655252525685311
210,fc6_relu,VISl,739783171,0.3343890008757383
211,fc6_relu,VISl,745276236,0.44900132939680637
212,fc6_relu,VISl,772616823,0.25563420467727854
213,fc6_relu,VISl,775876828,0.3774135303098746
214,fc6_relu,VISp,717038288,0.312519952505096
215,fc6_relu,VISp,719828690,0.3093007833973148
216,fc6_relu,VISp,730756780,0.32084619222486366
217,fc6_relu,VISp,738651054,0.2611575150076748
218,fc6_relu,VISp,739783171,0.35331203028382274
219,fc6_relu,VISp,742602892,0.3874362096959766
220,fc6_relu,VISp,744915204,0.2990018970602375
221,fc6_relu,VISp,772616823,0.34827134646474656
222,fc6_relu,VISpm,726170935,0.3171559187153873
223,fc6_relu,VISpm,734865738,0.36526291430456936
224,fc6_relu,VISpm,738651054,0.35002613461880033
225,fc6_relu,VISpm,739783171,0.37726285646573676
226,fc6_relu,VISpm,742714475,0.36621879906601884
227,fc6_relu,VISrl,716813543,0.3616603345447801
228,fc6_relu,VISrl,723627604,0.3592623282904652
229,fc6_relu,VISrl,732548380,0.3184453717551027
230,fc6_relu,VISrl,738651054,0.44038308360572975
231,fc6_relu,VISrl,742602892,0.4651597750683943
232,fc6_relu,VISrl,742714475,0.41545342763840254
233,fc6_relu,VISrl,744915204,0.1824617535632367
234,fc7_relu,VISal,735109609,0.3889865425987365
235,fc7_relu,VISal,738651054,0.31645365452991503
236,fc7_relu,VISal,739783171,0.3893031411224042
237,fc7_relu,VISal,742714475,0.34907673323240307
238,fc7_relu,VISal,757329624,0.34778770285802446
239,fc7_relu,VISal,775876828,0.2511660365337248
240,fc7_relu,VISam,730756780,0.42076821524289015
241,fc7_relu,VISam,734865738,0.34765333001291443
242,fc7_relu,VISam,738651054,0.3342040764804275
243,fc7_relu,VISam,739783171,0.3578523518161052
244,fc7_relu,VISam,742602892,0.35740618107503686
245,fc7_relu,VISam,744915204,0.29680474887572345
246,fc7_relu,VISam,775876828,0.27725502263071333
247,fc7_relu,VISl,716813543,0.27300443471502767
248,fc7_relu,VISl,723627604,0.2379693845464863
249,fc7_relu,VISl,739783171,0.323742192432246
250,fc7_relu,VISl,745276236,0.43082147742720106
251,fc7_relu,VISl,772616823,0.2752716749183854
252,fc7_relu,VISl,775876828,0.3581494693366212
253,fc7_relu,VISp,717038288,0.30714646934211687
254,fc7_relu,VISp,719828690,0.30299061298624586
255,fc7_relu,VISp,730756780,0.3054622827299361
256,fc7_relu,VISp,738651054,0.26376278393937824
257,fc7_relu,VISp,739783171,0.3575328141648171
258,fc7_relu,VISp,742602892,0.37390649110727925
259,fc7_relu,VISp,744915204,0.2758365280846956
260,fc7_relu,VISp,772616823,0.3218903996846577
261,fc7_relu,VISpm,726170935,0.3136873325206992
262,fc7_relu,VISpm,734865738,0.34927450002455107
263,fc7_relu,VISpm,738651054,0.3292662047058791
264,fc7_relu,VISpm,739783171,0.3697578058075468
265,fc7_relu,VISpm,742714475,0.34206892965711366
266,fc7_relu,VISrl,716813543,0.3652969683500228
267,fc7_relu,VISrl,723627604,0.38703096607214205
268,fc7_relu,VISrl,732548380,0.31917506883219093
269,fc7_relu,VISrl,738651054,0.462215614515323
270,fc7_relu,VISrl,742602892,0.4644918622529146
271,fc7_relu,VISrl,742714475,0.4223889286700713
272,fc7_relu,VISrl,744915204,0.1840789940198297
