,layer,area,specimen_id,score
121,relu4,VISal,757329624,0.35383289888823416
122,relu4,VISal,775876828,0.271534010466029
123,relu4,VISam,730756780,0.4096208426582185
124,relu4,VISam,734865738,0.2890451973927928
125,relu4,VISam,738651054,0.316277528030427
126,relu4,VISam,739783171,0.32358402599526237
127,relu4,VISam,742602892,0.3840428707367295
128,relu4,VISam,744915204,0.2791173037941617
129,relu4,VISam,775876828,0.2689769321645997
130,relu4,VISl,716813543,0.3043121612535684
131,relu4,VISl,723627604,0.23419802687704616
132,relu4,VISl,739783171,0.29655060095425656
133,relu4,VISl,745276236,0.4375002143911905
134,relu4,VISl,772616823,0.24410537777692526
135,relu4,VISl,775876828,0.31081918137433606
136,relu4,VISp,717038288,0.260855897214097
137,relu4,VISp,719828690,0.2978862810591766
138,relu4,VISp,730756780,0.34426565766968403
139,relu4,VISp,738651054,0.27305349026996395
140,relu4,VISp,739783171,0.3717618978042615
141,relu4,VISp,742602892,0.35268353334172786
142,relu4,VISp,744915204,0.32167638080454475
143,relu4,VISp,772616823,0.33041820860149007
144,relu4,VISpm,726170935,0.32916804931247756
145,relu4,VISpm,734865738,0.34642851733095004
146,relu4,VISpm,738651054,0.3274196812718876
147,relu4,VISpm,739783171,0.3460553363750499
148,relu4,VISpm,742714475,0.33414225802793657
149,relu4,VISrl,716813543,0.3449391267127848
150,relu4,VISrl,723627604,0.4037772413506734
151,relu4,VISrl,732548380,0.32144198017549813
152,relu4,VISrl,738651054,0.43229278852870645
153,relu4,VISrl,742602892,0.516036957154705
154,relu4,VISrl,742714475,0.46460257219335205
155,relu4,VISrl,744915204,0.16013069268126479
156,pool5,VISal,735109609,0.40078154708324565
157,pool5,VISal,738651054,0.3289192556143342
158,pool5,VISal,739783171,0.38761057794333187
159,pool5,VISal,742714475,0.3521263488997945
160,pool5,VISal,757329624,0.37486658150648405
161,pool5,VISal,775876828,0.30791662559196875
162,pool5,VISam,730756780,0.43770184269382956
163,pool5,VISam,734865738,0.344688042863033
164,pool5,VISam,738651054,0.33644776533589216
165,pool5,VISam,739783171,0.3155082174957123
166,pool5,VISam,742602892,0.40325858453221275
167,pool5,VISam,744915204,0.26946096256560903
168,pool5,VISam,775876828,0.2679108488194857
169,pool5,VISl,716813543,0.2833847287654683
170,pool5,VISl,723627604,0.23965854954971294
171,pool5,VISl,739783171,0.317031979357706
172,pool5,VISl,745276236,0.4593689764604384
173,pool5,VISl,772616823,0.30421947242691205
174,pool5,VISl,775876828,0.3685894072309799
175,pool5,VISp,717038288,0.3457075030671383
176,pool5,VISp,719828690,0.298282057432232
177,pool5,VISp,730756780,0.34995338651647767
178,pool5,VISp,738651054,0.27900257667593487
179,pool5,VISp,739783171,0.34525267608186233
180,pool5,VISp,742602892,0.3854255475558245
181,pool5,VISp,744915204,0.3255475957364674
182,pool5,VISp,772616823,0.3468780559528898
183,pool5,VISpm,726170935,0.35535018890438486
184,pool5,VISpm,734865738,0.39704962662366905
185,pool5,VISpm,738651054,0.3888238182648178
186,pool5,VISpm,739783171,0.3500626805779918
187,pool5,VISpm,742714475,0.35191521693121225
188,pool5,VISrl,716813543,0.3428079346306814
189,pool5,VISrl,723627604,0.40284792375999023
190,pool5,VISrl,732548380,0.31261214024143436
191,pool5,VISrl,738651054,0.4363135264184938
192,pool5,VISrl,742602892,0.5103653061609599
193,pool5,VISrl,742714475,0.47342842474494873
194,pool5,VISrl,744915204,0.17884685694421665
195,fc6_relu,VISal,735109609,0.39491410203330113
196,fc6_relu,VISal,738651054,0.32361938664019396
197,fc6_relu,VISal,739783171,0.4017809524477691
198,fc6_relu,VISal,742714475,0.34756859075737434
199,fc6_relu,VISal,757329624,0.37267030060280215
200,fc6_relu,VISal,775876828,0.2734699062463005
201,fc6_relu,VISam,730756780,0.43517641804905716
202,fc6_relu,VISam,734865738,0.3185995185462087
203,fc6_relu,VISam,738651054,0.32695601303490174
204,fc6_relu,VISam,739783171,0.309428994985172
205,fc6_relu,VISam,742602892,0.4047516187548207
206,fc6_relu,VISam,744915204,0.3026280219727628
207,fc6_relu,VISam,775876828,0.2810169928721753
208,fc6_relu,VISl,716813543,0.29061972283863435
209,fc6_relu,VISl,723627604,0.24885571579357982
210,fc6_relu,VISl,739783171,0.3206763269004811
211,fc6_relu,VISl,745276236,0.4445202613779493
212,fc6_relu,VISl,772616823,0.3140701365993178
213,fc6_relu,VISl,775876828,0.36729784120841985
214,fc6_relu,VISp,717038288,0.3138927309957865
215,fc6_relu,VISp,719828690,0.2996601919037657
216,fc6_relu,VISp,730756780,0.32884738477746167
217,fc6_relu,VISp,738651054,0.2700659597465009
218,fc6_relu,VISp,739783171,0.3561901192394639
219,fc6_relu,VISp,742602892,0.387245878827129
220,fc6_relu,VISp,744915204,0.30412509660803777
221,fc6_relu,VISp,772616823,0.3422501853762002
222,fc6_relu,VISpm,726170935,0.3360180256414974
223,fc6_relu,VISpm,734865738,0.3546847217574818
224,fc6_relu,VISpm,738651054,0.3902135274966153
225,fc6_relu,VISpm,739783171,0.33929958567799445
226,fc6_relu,VISpm,742714475,0.33235376172737063
227,fc6_relu,VISrl,716813543,0.3788017574869913
228,fc6_relu,VISrl,723627604,0.36954421323052183
229,fc6_relu,VISrl,732548380,0.3151743028585626
230,fc6_relu,VISrl,738651054,0.45554771684321627
